,year,month,day_of_month,1,2,3,4,5,6,7,8,9,10,11,12,day>=_0_day_<5,day>=_5_day_<10,day>=_10_day_<15,day>=_15_day_<20,day>=_20_day_<25,output/day,mv_avg_2,mv_avg_3,mv_avg_4,mv_avg_5,mv_avg_7,mv_avg_10,mv_avg_15,mv_avg_20,mv_avg_25,mv_avg_30,mv_avg_45,lst_yr_mv_avg_2,lst_yr_mv_avg_3,lst_yr_mv_avg_4,lst_yr_mv_avg_5,lst_yr_mv_avg_7,lst_yr_mv_avg_10,lst_yr_mv_avg_15,lst_yr_mv_avg_20,lst_yr_mv_avg_25,lst_yr_mv_avg_30,lst_yr_mv_avg_45,target,mean,std,min,max,last_year
779,2015,2,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,6.5,6.333333333333333,7.25,6.6,7.142857142857143,5.6,5.666666666666667,5.1,4.56,4.2,3.488888888888889,5.0,6.666666666666667,6.5,5.6,5.142857142857143,4.5,4.0,4.15,3.8,3.6666666666666665,3.3333333333333335,263.0,233.9999999999998,56.97113304121682,186.09999999999945,297.0,297.0
780,2015,2,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,5.5,5.666666666666667,5.75,6.6,6.571428571428571,5.8,5.466666666666667,5.15,4.64,4.266666666666667,3.511111111111111,3.5,5.0,6.25,6.2,5.0,4.7,4.0,4.25,3.92,3.8,3.4,276.0,241.40000000000023,61.51853379267066,188.70000000000073,309.0,309.0
781,2015,2,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2.5,4.0,4.5,4.8,5.428571428571429,5.8,5.266666666666667,5.0,4.64,4.2,3.488888888888889,3.0,2.6666666666666665,4.0,5.2,4.857142857142857,4.6,3.8,4.1,3.84,3.7666666666666666,3.3777777777777778,285.0,245.56666666666652,62.91059794131156,186.89999999999964,312.0,312.0
782,2015,2,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,3.0,3.3333333333333335,4.25,4.6,5.571428571428571,6.0,5.0,5.15,4.64,4.333333333333333,3.533333333333333,5.5,5.333333333333333,4.5,5.2,6.0,5.2,4.266666666666667,4.45,4.2,3.933333333333333,3.533333333333333,286.0,249.76666666666668,66.0012373621384,184.0,316.0,316.0
783,2015,2,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,6.5,4.666666666666667,4.5,5.0,5.285714285714286,6.0,5.266666666666667,5.4,4.92,4.533333333333333,3.7111111111111112,8.5,6.0,5.75,5.0,6.142857142857143,5.3,4.666666666666667,4.55,4.4,4.133333333333334,3.6222222222222222,281.0,258.3666666666665,64.63438197533392,191.09999999999945,320.0,320.0
784,2015,2,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,7.5,6.666666666666667,5.25,5.0,5.428571428571429,5.8,5.4,5.5,5.08,4.633333333333334,3.8444444444444446,9.0,9.333333333333334,7.25,6.8,6.285714285714286,6.2,5.266666666666667,4.7,4.68,4.3,3.8444444444444446,280.0,271.99999999999983,57.591752881814884,210.09999999999945,324.0,324.0
785,2015,2,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,6.5,7.0,6.5,5.4,5.428571428571429,6.0,5.666666666666667,5.45,5.2,4.766666666666667,3.9555555555555557,10.0,9.0,9.25,7.6,6.428571428571429,6.9,5.666666666666667,4.9,4.92,4.533333333333333,3.977777777777778,294.0,282.8999999999998,50.334580558499034,228.59999999999945,328.0,328.0
786,2015,2,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.5,5.333333333333333,6.0,5.8,4.857142857142857,5.3,5.8,5.4,5.16,4.833333333333333,3.9555555555555557,7.5,8.666666666666666,8.25,8.6,7.0,6.9,5.933333333333334,5.0,5.0,4.633333333333334,4.0,293.0,292.1000000000002,53.2256517104297,232.90000000000055,336.0,336.0
787,2015,2,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3.5,4.333333333333333,5.0,5.6,4.857142857142857,5.1,5.866666666666666,5.15,5.24,4.8,4.044444444444444,8.0,8.333333333333334,9.0,8.6,7.714285714285714,6.9,6.333333333333333,5.35,5.28,4.933333333333334,4.088888888888889,283.0,304.00000000000017,57.81530939119825,239.10000000000036,350.0,350.0
788,2015,2,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,8.0,6.333333333333333,6.25,6.4,6.428571428571429,5.7,6.133333333333334,5.55,5.6,5.166666666666667,4.288888888888889,6.0,6.0,6.75,7.6,7.857142857142857,6.3,6.066666666666666,5.4,5.16,4.933333333333334,4.022222222222222,289.0,312.0333333333333,60.30840184695108,243.5,357.0,357.0
789,2015,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.0,11.5,9.0,7.5,7.2,7.285714285714286,6.1,6.266666666666667,5.85,5.84,5.433333333333334,4.466666666666667,3.0,5.333333333333333,5.5,6.2,7.0,6.5,6.2,5.5,5.0,4.933333333333334,4.088888888888889,296.0,318.79999999999995,62.116261960939134,248.69999999999982,367.0,367.0
790,2015,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.0,10.0,10.666666666666666,9.0,7.8,7.428571428571429,6.6,6.6,6.2,5.92,5.633333333333334,4.644444444444445,3.5,3.0,4.75,5.0,6.428571428571429,6.3,6.266666666666667,5.5,4.92,4.933333333333334,4.133333333333334,304.0,333.7333333333336,59.25211669918032,266.2000000000007,377.0,377.0
